	N2_mockRNAi_1	N2_mockRNAi_2	N2_rege1RNAi_1	N2_rege1RNAi_2	glp1_mockRNAi_1	glp1_mockRNAi_2	glp1_rege1RNAi_1	glp1_rege1RNAi_2
WBGene00019524	3	3	3	3	3	3	3	3
WBGene00000168	6.459763587	5.840896771	5.798786649	5.865239043	5.181313703	5.745672304	5.607933958	5.634286372
WBGene00019525	3.200744779	3	3.54433698	3.335643599	3.402093432	3.16533442	3	3.21143436
WBGene00019526	3	3	3	3	3.146839394	3	3.30688891	3
WBGene00019527	3	3	3	3	3	3	3	3
WBGene00010661	4.228740898	5.239414679	3.938624509	5.641269697	4.700425453	3.887511217	4.647699018	5.211103024
WBGene00023451	3.200744779	3	3.297690316	3	3	3.571146702	3.30688891	3
WBGene00010662	3	3	3	3	3	3	3	3
WBGene00010663	3.922768025	3.763738925	3.938624509	3.726700989	3.807346091	4.49640608	4.047306292	4.452187592
WBGene00010664	3.922768025	4.1886897	3.849689043	4.034047332	3.280104283	3.448137644	3.559809383	4.073732044
WBGene00010665	6.399807775	6.504870008	6.45537483	6.435996449	6.602017106	6.516347502	6.21665705	6.911466269
WBGene00000875	4.317833773	4.260489666	3.849689043	4.630182696	4.050615415	3.789567328	4.411025135	3.839309669
WBGene00003967	4.317833773	4.456655316	4.502534237	4.50262681	4.550183513	4.923262511	3.871552142	4.880982825
WBGene00007025	4.88254416	3.301737941	4.247957842	4.034047332	3.402093432	4.146824615	3.962103937	4.682457633
WBGene00005015	3.533936598	3.661358331	3.426278156	4.034047332	3	3.16533442	3.161589261	3.395805922
WBGene00010666	3	3	3	3	3.146839394	3	3.161589261	3
WBGene00010667	4.627644746	3.15874315	3.754908845	3.836587268	3.514566991	4.615530216	4.411025135	4.999616359
WBGene00010668	3	3	3	3	3	3	3	3
WBGene00010669	3.804431592	3	3.54433698	3.335643599	3.716198971	3.571146702	3.559809383	3
WBGene00010670	3.376938259	3	3.297690316	3	3.146839394	3	3.161589261	3
WBGene00045036	3	3	3	3	3	3	3	3
WBGene00045283	3	3	3	3	3	3	3	3
WBGene00003519	5.099097659	4.516533227	4.992505548	5.050774346	5.541356167	5.550171718	5.635712342	5.839095261
WBGene00003482	6.131450989	6.381484164	5.977325657	6.081560685	6.758680033	6.590933193	5.767106408	6.202827602
WBGene00010671	3.376938259	3.551153539	3.65346132	3.726700989	3.893075286	3.448137644	4.047306292	3.839309669
WBGene00002002	3	3	3	3	3.146839394	3	3	3
WBGene00002368	3.200744779	3.301737941	3.426278156	3.335643599	3.146839394	3.16533442	3.559809383	3.961277016
WBGene00010672	3	3	3	3	3	3	3	3
WBGene00010673	3	3	3.297690316	3.177560818	3	3	3	3.21143436
WBGene00010674	3	3	3	3	3	3	3.559809383	3
WBGene00000841	3.675514316	3.301737941	3.754908845	3.726700989	3.716198971	3.789567328	3.438884535	3.961277016
WBGene00010675	3	3	3	3	3	3	3	3
WBGene00003995	4.556203609	3.661358331	3.297690316	3	3.716198971	3.979226368	3.871552142	4.178051751
WBGene00019541	3	3	3	3	3	3	3	3
WBGene00019542	6.24938713	5.557090579	5.42070465	5.41197232	5.487248897	5.963447459	4.701262307	6.073549793
WBGene00019543	5.738352265	5.557090579	5.594990304	4.956555821	5.431033033	5.796986792	5.840557445	5.870571949
WBGene00006968	3.200744779	3	3.297690316	3	3	3	3	3.395805922
WBGene00019544	5.705709461	4.783497823	4.768221331	5.262473317	5.311569696	5.012801033	5.428996868	5.211103024
WBGene00001751	3	3	3	3	3	3	3.161589261	3
WBGene00010676	5.099097659	4.1886897	4.559730357	4.80257885	4.440559578	4.366553285	4.411025135	4.682457633
WBGene00010680	3	3.301737941	3	3.478102426	3.146839394	3.313654502	3	3.839309669
WBGene00010677	3.533936598	3.15874315	3	3.177560818	3.146839394	3.313654502	3.161589261	3.559263004
WBGene00010678	3.376938259	3.15874315	3.156509871	3	3	3.16533442	3.438884535	3.21143436
WBGene00001621	3	3	3.156509871	3	3	3	3.161589261	3
WBGene00010679	3	3	3	3.177560818	3	3.16533442	3	3
WBGene00001750	3.200744779	3	3	3	3.402093432	3	3.161589261	3.21143436
WBGene00001752	3	3.301737941	3	3	3.280104283	3.16533442	3	3.21143436
WBGene00003434	3	3	3	3	3	3	3	3
WBGene00000975	3	3	3	3	3	3	3	3
WBGene00010681	8.419593628	8.324867179	8.007545293	8.58157131	8.886982708	8.746820166	8.819328662	9.235383508
WBGene00000220	3.200744779	3	3	3.335643599	3	3	3	3
WBGene00001505	3.200744779	3.301737941	3.156509871	3	3.280104283	3.16533442	3.161589261	3
WBGene00000240	4.88254416	5.008690982	4.862158701	5.447045969	4.550183513	5.176754851	4.897599811	5.705835647
WBGene00010682	3.200744779	3	3.156509871	3	3.146839394	3	3	3
WBGene00002295	3.675514316	3.859333042	4.101565999	3.726700989	3.514566991	3.448137644	3	4.073732044
WBGene00010683	3.200744779	3	3.156509871	3.335643599	3.146839394	3	3.161589261	3
WBGene00010684	3.376938259	3.661358331	3.849689043	4.207706244	3.514566991	3.16533442	3.774933909	3.839309669
WBGene00010685	4.317833773	4.113128386	4.022394409	3.726700989	3.973994676	3.887511217	4.345249847	4.751712826
WBGene00010686	3.200744779	3	3.156509871	3.177560818	3.146839394	3.16533442	3	3.21143436
WBGene00010687	4.228740898	4.1886897	4.176617942	3.836587268	3.618902645	4.223846317	3.671377669	4.178051751
WBGene00005363	3	3	3	3	3	3	3	3
WBGene00005365	3	3	3	3	3	3	3	3
WBGene00005364	3	3	3	3	3	3	3	3
WBGene00010688	3	3	3	3	3	3	3	3
WBGene00005497	3	3	3	3	3	3	3	3
WBGene00005503	3	3	3	3	3	3	3	3
WBGene00077491	3	3	3	3	3	3	3	3.395805922
WBGene00002263	3.376938259	3	3.156509871	3.177560818	3	3	3.161589261	3
WBGene00010695	5.453845566	5.342269438	5.291596131	5.376024697	5.111492478	5.550171718	4.942775959	5.559002657
WBGene00010696	5.047929821	4.574024673	3.938624509	4.907033927	5.514556174	5.012801033	4.276331885	5.109231492
WBGene00010697	5.705709461	4.456655316	4.906929012	4.689966488	4.999984546	4.671595897	5.110537336	5.740322171
WBGene00010698	3	3	3	3	3	3	3	3
WBGene00004323	4.627644746	3.301737941	3.754908845	3	3.618902645	3.789567328	3.559809383	4.452187592
WBGene00010699	3.533936598	3.301737941	3.156509871	3.478102426	3	3.571146702	3.30688891	3.21143436
WBGene00004827	3	3	3	3	3	3	3	3
WBGene00010689	3	3	3	3	3	3	3	3
WBGene00010690	3.376938259	3.301737941	3	3.335643599	3.146839394	3.16533442	3.161589261	3
WBGene00010691	3	3.763738925	3.297690316	3.726700989	3.716198971	3.684486619	3.871552142	3.559263004
WBGene00010692	3	3	3	3	3	3	3	3
WBGene00001995	3.533936598	3.661358331	3	4.123488153	3.618902645	3.448137644	3.671377669	3.839309669
WBGene00010693	3	3	3.297690316	3	3.618902645	3.313654502	3	3.559263004
WBGene00003626	5.099097659	3.763738925	5.1497877	4.034047332	4.792543263	4.968726293	4.203955806	4.941518661
WBGene00010694	3.200744779	3	3.156509871	3	3.146839394	3.313654502	3.161589261	3.21143436
WBGene00010704	3	3	3	3	3	3	3	3
WBGene00010705	3.200744779	3	3.156509871	3	3.146839394	3	3.161589261	3.21143436
WBGene00010706	3	3	3	3	3	3	3	3
WBGene00010707	3	3	3	3	3	3	3	3
WBGene00010708	3	3	3	3	3	3.16533442	3	3
WBGene00010700	4.939805331	4.831436438	4.718854719	5.339158429	4.999984546	5.392292662	5.029093756	6.298507386
WBGene00004276	4.032129483	4.260489666	3.54433698	4.907033927	4.836486432	4.968726293	4.80276845	4.751712826
WBGene00010701	4.401743307	4.113128386	4.101565999	3.726700989	3.893075286	4.366553285	4.411025135	3.706070801
WBGene00010702	4.556203609	3.551153539	4.022394409	3.726700989	4.258722274	4.065457866	3.871552142	3.961277016
WBGene00001520	5.196291131	4.831436438	4.667738829	4.907033927	4.652062648	5.214988892	5.550719215	4.880982825
WBGene00010703	5.24253783	4.516533227	4.380854054	4.689966488	4.747219462	5.012801033	4.473931904	5.211103024
WBGene00004029	5.453845566	4.574024673	4.442976613	4.80257885	4.382456935	4.557197317	4.701262307	5.351573998
WBGene00010714	3	3.661358331	3	3.177560818	3.280104283	3.313654502	3	3.21143436
WBGene00010709	4.481039608	4.033389744	4.718854719	4.747371162	4.92055037	4.49640608	4.701262307	4.452187592
WBGene00010710	3	3	3	3	3	3	3	3
WBGene00010711	3	3	3	3	3	3	3	3
WBGene00010712	3	3	3.156509871	3	3	3.448137644	3.30688891	3.395805922
WBGene00010713	6.203363002	5.585325695	6.26214177	6.081560685	5.99352696	6.210539703	6.101850242	6.073549793
WBGene00019545	3	3	3.156509871	3	3	3	3	3.21143436
WBGene00019554	3	3	3.156509871	3.177560818	3.280104283	3	3.30688891	3
WBGene00019547	3.376938259	3	3	3	3.146839394	3	3.161589261	3
WBGene00019548	3	3	3	3	3	3	3	3
WBGene00019549	3	3	3	3	3.146839394	3	3	3
WBGene00019550	3	3.15874315	3	3	3	3	3	3.559263004
WBGene00019551	3	3	3	3	3	3	3	3
WBGene00019552	3	3	3	3	3	3	3	3
WBGene00006308	3	3	3	3	3	3	3	3.21143436
WBGene00019553	3	3	3	3	3	3	3	3
WBGene00019555	3	3	3	3	3	3	3.161589261	3
WBGene00044778	3	3	3	3	3	3	3	3
WBGene00019556	3	3.15874315	3	3	3	3.16533442	3.30688891	3.21143436
WBGene00019557	3	3	3	3	3	3	3	3
WBGene00019558	3	3	3	3	3	3	3	3
WBGene00019559	3	3	3	3	3	3	3	3
WBGene00019560	3	3	3	3	3	3	3	3
WBGene00019561	3	3	3	3	3	3	3.161589261	3
WBGene00019562	3	3	3	3.335643599	3	3.313654502	3.161589261	3.395805922
WBGene00019563	3	3	3	3	3	3	3	3
WBGene00003943	3.533936598	3.661358331	3.426278156	3.478102426	4.382456935	3.448137644	3.871552142	4.178051751
WBGene00010715	3	3	3	3	3	3	3	3
WBGene00003529	3.200744779	3.15874315	3.297690316	3	3	3.16533442	3	3.21143436
WBGene00010716	3.200744779	3	3	3	3.514566991	3.16533442	3.161589261	3.21143436
WBGene00004257	3	3.15874315	3.426278156	3.607749765	3.402093432	3.448137644	3	3.395805922
WBGene00003757	3	3	3	3	3	3	3	3
WBGene00010717	3	3	3	3	3	3	3	3
WBGene00010718	3	3	3	3	3	3	3	3
WBGene00019564	3.200744779	3	3.156509871	3.177560818	3.146839394	3.16533442	3	3.21143436
WBGene00005953	3	3	3	3	3	3	3	3
WBGene00019568	3.200744779	3	3.156509871	3	3	3.16533442	3.30688891	3.395805922
WBGene00019569	4.228740898	3.301737941	3.54433698	3.177560818	3.280104283	3	3.559809383	4.073732044
WBGene00005836	3	3.551153539	3	3	3	3	3	3
WBGene00019565	3	3	3	3	3	3	3	3
WBGene00019566	3	3	3	3	3	3	3	3
WBGene00005230	3	3	3	3	3	3	3	3
WBGene00005233	3	3	3	3	3	3.16533442	3	3
WBGene00005234	3	3	3	3	3	3	3	3
WBGene00019567	3	3	3	3	3	3	3	3
WBGene00019579	3.376938259	3.15874315	3.156509871	3	3.402093432	3	3	3.21143436
WBGene00019580	3.200744779	3	3.156509871	3	3	3	3	3
WBGene00019570	3	3	3	3	3	3.16533442	3	3
WBGene00019571	10.62874084	9.891297322	9.974825037	9.813211368	10.03654568	10.13336876	10.21716001	10.57652236
WBGene00019572	3	3.15874315	3.65346132	3.177560818	3	3	3	3
WBGene00004369	5.705709461	4.733911367	4.950351706	4.855751536	5.45941476	5.745672304	4.897599811	5.839095261
WBGene00019573	3	3	3	3	3	3	3	3
WBGene00019574	3	3	3	3	3	3	3	3
WBGene00019575	3.200744779	3.15874315	3.426278156	3.177560818	3.402093432	3	3	3.21143436
WBGene00019576	3	3	3	3	3	3	3.161589261	3
WBGene00019577	3	3	3	3	3	3	3	3.21143436
WBGene00019578	3	3	3	3.177560818	3	3.16533442	3	3
WBGene00010719	3	3.15874315	3	3	3	3	3	3
WBGene00010720	5.330808161	5.008690982	5.033462591	5.139215116	4.999984546	4.827797054	4.592070135	5.479573102
WBGene00010721	3.675514316	3.859333042	3.65346132	3.478102426	3.807346091	3.571146702	3.671377669	3.395805922
WBGene00010722	3.200744779	3	3.156509871	3.726700989	3.280104283	3	3	3.559263004
WBGene00001805	3	3	3	3	3	3	3	3.21143436
WBGene00010723	3.376938259	3	3	3	3.146839394	3.313654502	3.438884535	3.395805922
WBGene00010724	3.200744779	3	4.022394409	3.726700989	3.514566991	3.684486619	3.559809383	3.559263004
WBGene00010725	3.200744779	4.260489666	3.754908845	3.478102426	3.280104283	4.296963599	3.962103937	4.452187592
WBGene00010726	4.556203609	4.733911367	4.022394409	4.123488153	4.440559578	3.887511217	3.559809383	4.366469162
WBGene00044143	3.200744779	3.15874315	3.156509871	3.478102426	3.280104283	3.16533442	3.774933909	3.21143436
WBGene00019582	3	3	3	3	3	3	3	3
WBGene00006925	3.376938259	3.15874315	3	3.177560818	3	3	3	3
WBGene00004999	3	3	3	3	3.146839394	3	3.161589261	3.21143436
WBGene00019583	3	3	3	3	3	3	3	3
WBGene00019584	4.032129483	3.661358331	3.849689043	3.938692934	4.321915732	3.789567328	3.962103937	4.178051751
WBGene00044698	5.372997324	6.117152652	5.357594169	6.103710314	5.514556174	5.637220221	5.26080719	6.227348985
WBGene00019593	6.836625523	6.192508891	6.154864613	6.969809324	6.440553884	6.050599178	5.864232974	6.717384111
WBGene00044361	3	3	3	3	3	3	3	3
WBGene00019585	3.376938259	3.15874315	3	3.177560818	3.280104283	3	3.161589261	3
WBGene00019586	3.200744779	3.15874315	3.426278156	3	3	3.313654502	3.161589261	3
WBGene00019587	5.047929821	4.260489666	4.022394409	5.09567233	4.652062648	4.366553285	3.671377669	4.941518661
WBGene00019588	3.200744779	3.15874315	3	3.177560818	3	3	3.161589261	3.395805922
WBGene00019589	4.317833773	4.1886897	3.938624509	4.80257885	4.382456935	3.887511217	3.774933909	4.533097392
WBGene00019590	3	3	3.426278156	3	3	3.313654502	3.161589261	3.21143436
WBGene00019591	3	3.15874315	3	3	3	3	3	3.21143436
WBGene00019592	3	3	3	3	3	3	3	3
WBGene00010727	5.891328791	5.274520699	5.868353345	5.301325329	6.158411065	6.132784729	5.26080719	6.126658933
WBGene00010728	3	3	3	3	3	3	3	3
WBGene00010729	3	3	3	3	3	3	3	3
WBGene00001053	4.556203609	4.1886897	3.754908845	3.478102426	4.382456935	3.979226368	4.752907925	4.941518661
WBGene00019599	3.675514316	3.661358331	3.54433698	3.478102426	3.807346091	3.313654502	3	3.21143436
WBGene00044540	3	3	3	3	3	3	3	3
WBGene00044541	3	3	3	3	3	3	3	3
WBGene00019600	3.922768025	3.15874315	3.65346132	3.726700989	3.280104283	3	3.30688891	3.395805922
WBGene00019601	3	3	3	3	3	3	3	3
WBGene00019602	3	3	3	3	3	3	3	3
WBGene00019603	3	3	3	3.177560818	3.146839394	3	3	3.21143436
WBGene00019604	3	3	3	3	3	3	3	3
WBGene00044539	3.376938259	3	3	3	3.146839394	3	3.30688891	3
WBGene00019594	4.133781893	3.431828966	4.176617942	3.607749765	4.440559578	4.49640608	4.276331885	4.452187592
WBGene00019595	3.675514316	3.551153539	4.022394409	3.726700989	3.973994676	3.684486619	4.047306292	4.275334211
WBGene00000626	3	3	3	3	3	3	3	3
WBGene00019596	3	3	3	3	3	3	3	3
WBGene00019597	3.200744779	3	3	3	3	3.313654502	3.30688891	3
WBGene00003062	3.675514316	4.033389744	3.754908845	3.478102426	3.402093432	3.16533442	4.047306292	3.559263004
WBGene00019598	6.440053876	6.474998675	6.485206151	5.812421345	8.012804073	7.970692596	8.34708926	8.20895565
WBGene00045387	3.200744779	3	3	3	3.402093432	3.448137644	3.438884535	3
WBGene00003009	4.133781893	3.948984728	4.022394409	4.123488153	3.893075286	3.789567328	4.592070135	4.073732044
WBGene00019605	4.556203609	4.033389744	3.938624509	3.478102426	4.92055037	4.223846317	3.774933909	3.961277016
WBGene00019606	3.200744779	3.15874315	3	3.607749765	3	3	3.30688891	3
WBGene00019607	3.376938259	3	3.156509871	3	3	3	3	3.21143436
WBGene00019608	3.533936598	3.661358331	4.022394409	3.478102426	3.514566991	4.146824615	3.871552142	3.961277016
WBGene00004951	6.660465248	5.744031007	5.798786649	6.125525017	6.440553884	6.531576312	6.774153591	6.609583838
WBGene00019609	4.401743307	3.15874315	3.426278156	3.335643599	3.618902645	3.571146702	3.559809383	3.706070801
WBGene00019611	3.533936598	3.301737941	3.297690316	3.726700989	3.618902645	4.065457866	3.671377669	3
WBGene00019612	4.939805331	4.877833219	4.380854054	5.481287134	5.372537542	5.214988892	5.224681477	5.519834449
WBGene00001685	3	3.15874315	3	3	3	3	3	3
WBGene00001684	3	3	3	3	3	3	3	3.21143436
WBGene00003124	4.939805331	4.260489666	4.247957842	4.956555821	4.700425453	5.055569097	5.07039018	5.39551434
WBGene00019613	3	3	3.156509871	3	3	3	3	3
WBGene00019614	3	3	3	3	3	3	3	3
WBGene00019615	5.287347985	4.033389744	4.176617942	5.262473317	4.92055037	5.392292662	5.029093756	5.306253206
WBGene00019616	3	3	3	3	3	3	3	3
WBGene00005081	3.200744779	3	3	3	3	3	3	3
WBGene00000857	4.133781893	3.948984728	3.65346132	3.607749765	4.382456935	4.065457866	4.127756154	3.961277016
WBGene00019617	4.401743307	4.456655316	4.315935651	4.630182696	4.382456935	4.827797054	5.029093756	4.682457633
WBGene00019618	3	3	3	3	3	3.16533442	3	3
WBGene00019619	3.376938259	3	3.297690316	3.177560818	3	3.448137644	3	3.21143436
WBGene00019620	4.228740898	3.551153539	4.315935651	3.177560818	3.514566991	3.979226368	3.671377669	3.559263004
WBGene00001715	3	3	3	3	3	3	3	3
WBGene00019621	3	3	3	3	3	3	3	3
WBGene00019622	3.376938259	3	3.156509871	3	3	3.313654502	3.438884535	3.395805922
WBGene00045265	3	3.15874315	3	3	3	3.16533442	3	3
WBGene00010730	4.822915998	4.033389744	4.718854719	4.207706244	4.050615415	5.137479889	4.473931904	4.880982825
WBGene00006978	3.922768025	3.15874315	3.297690316	3	3.146839394	3.313654502	4.047306292	3.961277016
WBGene00010731	3.376938259	3.15874315	3.297690316	3.478102426	3.514566991	3.571146702	3.438884535	3.961277016
WBGene00010732	5.492631795	4.831436438	4.768221331	5.09567233	4.792543263	4.432940149	4.276331885	4.751712826
WBGene00003639	5.770272796	5.166531016	6.279270633	5.83907189	6.290658661	6.742593919	6.657048152	7.16098047
WBGene00010734	4.317833773	3.661358331	3.426278156	3.177560818	4.123371269	3.571146702	3.671377669	4.275334211
WBGene00010735	3	3	3	3	3	3	3	3.21143436
WBGene00010736	6.399807775	5.81728321	6.244807093	6.308298012	6.614690921	6.590933193	6.179394087	7.08250801
WBGene00010737	3	3.301737941	3.156509871	3	3.402093432	3.313654502	3	3
WBGene00019623	3.533936598	3.301737941	3.65346132	4.123488153	4.192633488	3.571146702	3.30688891	4.366469162
WBGene00019624	6.358406651	5.974995067	5.934719286	6.036214371	6.050607955	6.07158864	5.607933958	5.901376519
WBGene00019625	3.533936598	3.301737941	3.156509871	3.607749765	3	3.313654502	3	3.559263004
WBGene00006129	3	3	3	3	3	3	3	3
WBGene00019626	3	3.431828966	3	3	3.146839394	3.16533442	3.30688891	3.559263004
WBGene00006255	3	3.301737941	3.156509871	3.478102426	3.280104283	3	3	3
WBGene00044515	4.317833773	3.431828966	3.754908845	3.607749765	4.321915732	3.887511217	3.871552142	4.366469162
WBGene00010745	3	3	3	3	3	3	3	3
WBGene00010746	3	3	3	3	3.280104283	3.448137644	3.30688891	3.706070801
WBGene00010747	3.533936598	3	3.297690316	3	3.146839394	3.16533442	3.438884535	3.21143436
WBGene00010748	3	3	3	3	3	3.313654502	3	3
WBGene00010749	4.228740898	3	3	3	3.618902645	4.065457866	3.671377669	3.395805922
WBGene00010750	3	3.301737941	3	3	3	3	3	3.21143436
WBGene00045198	3	3	3	3	3.146839394	3.16533442	3	3.21143436
WBGene00019627	6.081437751	5.693044738	6.34582207	6.147014771	5.618892582	5.796986792	6.453591756	6.366320383
WBGene00019628	3	3	3.156509871	3	3.146839394	3.16533442	3.161589261	3
WBGene00019629	4.556203609	3.948984728	3.54433698	3.726700989	4.050615415	3.313654502	4.345249847	3.839309669
WBGene00019630	3	3	3	3	3	3	3.161589261	3
WBGene00019631	3	3	3	3	3	3	3	3
WBGene00001262	5.530402515	5.008690982	4.614745124	4.287278042	5.487248897	5.425280942	5.396891059	5.559002657
WBGene00019633	3	3	3.156509871	3	3.146839394	3.16533442	3.30688891	3.21143436
WBGene00001614	3	3	3	3	3	3.16533442	3	3.21143436
WBGene00006753	6.155822116	4.966376953	5.674824945	5.941007923	6.226049676	6.485398971	6.160395357	6.817686405
WBGene00006394	4.556203609	4.394184202	4.101565999	3.726700989	3.807346091	3.789567328	4.534209933	3.961277016
WBGene00010738	10.11992312	9.171286448	9.767408759	9.721292784	9.556211938	9.595200566	8.932839195	9.7359842
WBGene00010740	3	3	3	3	3	3	3	3
WBGene00010741	3.200744779	3	3	3	3	3	3.161589261	3
WBGene00010742	3.200744779	3.301737941	3.426278156	3.177560818	3	3.571146702	3.671377669	3.21143436
WBGene00010743	3	3	3	3	3	3	3	3
WBGene00010744	3.200744779	3	3	3.177560818	3.280104283	3.16533442	3.30688891	3
WBGene00019634	6.420071161	4.831436438	5.674824945	5.139215116	5.541356167	5.963447459	6.101850242	6.27517573
WBGene00004045	4.401743307	3.301737941	4.247957842	4.034047332	3.973994676	4.296963599	4.345249847	4.275334211
WBGene00019636	3.675514316	3.948984728	3	3.607749765	3.280104283	3.789567328	3.871552142	3.839309669
WBGene00019638	3.533936598	3.15874315	3	3	3.402093432	3	3.30688891	3
WBGene00019639	3	3	3	3	3	3	3	3
WBGene00044202	3.200744779	3.15874315	3	3.335643599	3.280104283	3	3.30688891	3.21143436
WBGene00005794	3	3	3	3	3	3	3	3
WBGene00010752	3	3	3.156509871	3.177560818	3.716198971	3.684486619	3.438884535	3.839309669
WBGene00010754	3	3	3	3	3	3	3	3
WBGene00005777	3	3	3	3	3	3	3	3
WBGene00003017	3.804431592	3	3.938624509	3.177560818	3.146839394	3	3.161589261	3.21143436
WBGene00019640	3	3	3	3	3	3	3	3
WBGene00004751	4.939805331	5.274520699	4.502534237	5.700605099	5.247911246	4.615530216	5.07039018	5.351573998
WBGene00019641	3	3	3	3.177560818	3	3	3	3
WBGene00044381	3	3	3	3	3	3	3	3
WBGene00010755	4.627644746	4.1886897	4.176617942	4.434354191	5.038119541	4.923262511	4.80276845	5.055464737
WBGene00010756	3.200744779	3.431828966	3.754908845	3.177560818	3	3.16533442	3.161589261	3.395805922
WBGene00010757	3	3.661358331	3.297690316	3.478102426	3.280104283	3.448137644	3.774933909	3.839309669
WBGene00010758	3.922768025	3.763738925	4.022394409	4.50262681	4.123371269	3.789567328	4.276331885	3.961277016
WBGene00010765	3	3	3	3	3	3	3	3
WBGene00045403	3	3	3	3	3	3.16533442	3	3.21143436
WBGene00010759	3.533936598	4.113128386	3	3.335643599	4.050615415	3.571146702	3.438884535	4.452187592
WBGene00000972	3	3	3	3	3.514566991	3	3	3
WBGene00010760	3.200744779	3.15874315	3	3	3	3	3	3
WBGene00010761	3	3	3	3	3	3	3	3
WBGene00010762	3	3	3	3	3	3	3	3
WBGene00010763	3	3	3	3	3	3	3	3
WBGene00010764	3	3	3	3	3	3	3	3
WBGene00010766	4.032129483	3.948984728	3.426278156	3.726700989	4.123371269	3.448137644	3.559809383	4.178051751
WBGene00010767	3.376938259	3.15874315	3	3	3.280104283	3	3.161589261	3.559263004
WBGene00019642	3.200744779	3	3	3.177560818	3	3	3	3.21143436
WBGene00019643	3	3	3.156509871	3.335643599	3.514566991	3.313654502	3	3
WBGene00006803	7.443044343	7.041750152	7.100711671	7.172016672	6.940818664	7.026771349	6.882462951	7.16098047
WBGene00003844	3	3	3	3	3	3	3	3
WBGene00006801	6.743212874	6.210748608	6.191517183	6.856977989	6.440553884	6.500956223	6.270806774	7.13529434
WBGene00000862	3	3	3	3	3.146839394	3	3	3.395805922
WBGene00003374	5.24253783	5.008690982	5.222433581	5.22254599	5.668361145	5.637220221	4.942775959	5.519834449
WBGene00019650	3.200744779	3	3.156509871	3.177560818	3.402093432	3.448137644	3.438884535	3.559263004
WBGene00019651	3	3.15874315	3.297690316	3	3.514566991	3	3.30688891	3.706070801
WBGene00044535	3	3	3	3.177560818	3	3	3.161589261	3
WBGene00004136	3.804431592	4.033389744	3.54433698	3.938692934	4.050615415	4.223846317	4.203955806	4.682457633
WBGene00005655	3.200744779	3.15874315	3.426278156	3.478102426	3.280104283	3.789567328	3.559809383	3.706070801
WBGene00019644	4.556203609	4.113128386	3.54433698	4.207706244	3.514566991	3.313654502	3.559809383	3.559263004
WBGene00019645	3.376938259	3	3.297690316	3	3	3	3	3.21143436
WBGene00019646	3	3	3	3	3	3	3	3
WBGene00019647	3	3	3	3	3.146839394	3	3.30688891	3
WBGene00019648	3.376938259	3.15874315	3	3	3.280104283	3.313654502	3.161589261	3
WBGene00019649	3	3	3	3	3	3	3	3
WBGene00010768	3	3	3	3	3	3.16533442	3	3
WBGene00010769	3	3.551153539	4.718854719	4.034047332	3.618902645	3.313654502	4.345249847	3.839309669
WBGene00006829	4.695714468	4.394184202	4.667738829	4.123488153	4.440559578	4.432940149	4.647699018	4.609709533
WBGene00010770	4.228740898	3.551153539	4.614745124	3.836587268	3.402093432	4.432940149	4.127756154	4.073732044
WBGene00010771	4.317833773	4.574024673	4.176617942	4.287278042	3.514566991	4.223846317	4.345249847	4.073732044
WBGene00002219	5.148512723	4.394184202	4.992505548	5.050774346	4.879130601	4.923262511	5.029093756	5.211103024
WBGene00004736	9.283276	9.354705509	9.367830498	9.796310574	9.122622831	9.298523388	9.198000421	9.411562843
WBGene00010772	4.401743307	3.859333042	3.297690316	4.034047332	3.716198971	4.296963599	3.962103937	4.533097392
WBGene00010773	3.200744779	3	3.156509871	3	3	3	3	3
WBGene00010774	3.200744779	3	3	3	3.402093432	3	3	3
WBGene00010775	3.200744779	3	3.297690316	3	3.618902645	3.313654502	3.30688891	3.21143436
WBGene00010776	5.047929821	4.574024673	4.247957842	4.034047332	4.747219462	4.557197317	4.127756154	4.880982825
WBGene00003661	5.492631795	5.438276792	4.667738829	5.579388877	5.402081737	5.69246511	5.689714257	5.597135522
WBGene00077679	3	3	3	3	3	3	3	3
WBGene00006779	7.831352271	7.168471432	7.364184497	7.540084376	8.213604967	8.030873908	7.739769187	8.467534492
WBGene00003530	4.556203609	3.431828966	3.297690316	3	3.280104283	3.313654502	3.671377669	3.839309669
WBGene00000042	3	3	3.426278156	3	3.280104283	3.16533442	3.161589261	3.839309669
WBGene00004877	3	3	3	3.335643599	3	3	3.161589261	3
WBGene00004876	3.675514316	3.661358331	3.156509871	3.607749765	3.716198971	3.789567328	3.161589261	3.21143436
WBGene00019656	3.675514316	3.301737941	3.426278156	3	3.402093432	3.448137644	3.559809383	3.21143436
WBGene00019657	5.24253783	4.574024673	4.176617942	4.907033927	4.836486432	4.366553285	5.110537336	4.880982825
WBGene00000043	3	3	3	3	3	3	3.161589261	3.21143436
WBGene00019652	3.200744779	3	3.156509871	3.177560818	3	3	3	3
WBGene00019653	3	3	3	3	3	3	3.161589261	3
WBGene00019654	3.533936598	3.301737941	3	3	3.146839394	3	3.438884535	3.21143436
WBGene00001210	3.675514316	3.431828966	3.297690316	3.177560818	3.146839394	3.16533442	3.774933909	3.839309669
WBGene00019655	3	3.15874315	3	3	3.146839394	3	3.161589261	3
WBGene00003473	3	3.301737941	3	3	3	3.16533442	3.161589261	3
WBGene00019658	4.032129483	3	3.54433698	3.335643599	3.807346091	3.571146702	3.671377669	3.395805922
