	N2_mockRNAi_1	N2_mockRNAi_2	N2_rege1RNAi_1	N2_rege1RNAi_2	glp1_mockRNAi_1	glp1_mockRNAi_2	glp1_rege1RNAi_1	glp1_rege1RNAi_2
WBGene00008766	3	3.551153539	3.297690316	3.335643599	3	3.448137644	3.671377669	3.395805922
WBGene00008767	3.675514316	3.431828966	3	3	3.280104283	3	3	3
WBGene00001136	3	3	3.426278156	3.177560818	3	3.16533442	3	3.21143436
WBGene00003236	3.200744779	3.301737941	3	3	3	3.16533442	3.161589261	3
WBGene00008773	3	3	3	3	3	3	3.161589261	3
WBGene00003586	4.401743307	4.113128386	4.176617942	3.726700989	4.123371269	3.684486619	4.276331885	4.817795216
WBGene00008774	4.133781893	3.763738925	3.754908845	3.335643599	3.973994676	3.313654502	3.161589261	3.706070801
WBGene00008775	7.020389691	6.192508891	6.078641788	6.103710314	6.08744466	6.284317465	6.697148804	7.765600216
WBGene00008776	3	3.15874315	3	3	3.146839394	3	3.30688891	3.21143436
WBGene00008777	3	3.15874315	3.156509871	3.177560818	3.280104283	3.313654502	3.161589261	3
WBGene00044784	3.200744779	3.661358331	3.426278156	3	3.280104283	3.571146702	3.438884535	3.839309669
WBGene00045056	3.376938259	3.15874315	3.426278156	3	3.280104283	3.313654502	3	3.559263004
WBGene00017430	5.372997324	5.274520699	5.186567846	5.989396364	6.069143875	5.579775325	6.270806774	6.251460536
WBGene00017431	3	3	3	3	3.280104283	3.16533442	3	3.21143436
WBGene00017432	3	3	3	3	3.146839394	3	3	3
WBGene00017433	4.133781893	3.301737941	3.297690316	3	3.716198971	3.448137644	3.671377669	3.21143436
WBGene00000259	4.032129483	3.431828966	3.65346132	3.607749765	3.807346091	4.146824615	3.962103937	4.609709533
WBGene00017443	3	3.431828966	3.156509871	3.607749765	3	3.16533442	3	3.21143436
WBGene00017444	3.200744779	3	3	3	3	3	3	3.21143436
WBGene00017434	3	3.15874315	3.297690316	3.177560818	3.402093432	3.313654502	3.30688891	3.21143436
WBGene00017435	3.533936598	3.15874315	3	3.335643599	3.514566991	3.571146702	3.30688891	3.839309669
WBGene00017436	3	3	3	3	3	3	3	3
WBGene00017437	3	3.15874315	3	3.177560818	3.146839394	3.16533442	3	3
WBGene00017438	3	3	3.297690316	3.335643599	3.280104283	3	3.161589261	3
WBGene00017439	3.200744779	3	3	3.177560818	3	3	3	3.21143436
WBGene00017440	4.627644746	4.033389744	3.297690316	3.836587268	3.514566991	3.448137644	3.671377669	4.178051751
WBGene00017441	3	3	3	3	3.146839394	3	3	3
WBGene00017442	3	3	3	3	3	3	3	3
WBGene00008778	3	3	3	3	3	3	3	3
WBGene00008779	4.133781893	4.328885064	3.938624509	4.034047332	4.123371269	3.789567328	4.203955806	4.275334211
WBGene00008780	6.203363002	5.793276709	6.173307292	6.504193203	6.209434988	6.33727576	6.405993373	6.552504434
WBGene00008781	5.099097659	4.260489666	4.442976613	4.80257885	4.321915732	4.296963599	4.276331885	4.452187592
WBGene00008782	3.804431592	3	4.101565999	3.607749765	3.146839394	3.684486619	3.161589261	3.706070801
WBGene00008783	3	3.15874315	3.156509871	3.335643599	3.402093432	3.313654502	3.671377669	3
WBGene00008784	3	3.551153539	3.426278156	3	3.146839394	3	3.438884535	3
WBGene00008785	3.675514316	3.301737941	3.938624509	3.478102426	3.618902645	3.16533442	3.161589261	3.21143436
WBGene00008786	3	3	3	3	3	3	3	3
WBGene00008787	3.200744779	3.431828966	3.297690316	3.836587268	3.402093432	3.448137644	3.962103937	3.395805922
WBGene00003732	3	3.661358331	3.54433698	3.478102426	4.123371269	4.146824615	3.438884535	3.839309669
WBGene00017445	3	3	3	3	3	3.313654502	3	3
WBGene00003987	3.376938259	3.301737941	3.156509871	3	3.146839394	3	3	3.21143436
WBGene00017446	3.675514316	3.15874315	3.754908845	3.177560818	3.146839394	3.16533442	3.161589261	3
WBGene00017447	3.675514316	3.661358331	4.022394409	3.726700989	3.893075286	4.065457866	3.671377669	4.452187592
WBGene00017448	3.200744779	3	3.426278156	3.335643599	3.280104283	3.313654502	3.671377669	3.839309669
WBGene00017449	3	3.15874315	3	3	3	3.16533442	3.30688891	3
WBGene00017463	3.200744779	3.15874315	3.156509871	3	3.280104283	3.16533442	3.438884535	4.275334211
WBGene00006826	3.200744779	3	3.156509871	3	3	3.16533442	3.30688891	3.21143436
WBGene00003166	6.517326844	5.931665945	6.173307292	6.081560685	6.274775643	6.729446802	5.887526238	7.013687452
WBGene00017464	3.675514316	3	3.156509871	3	3.280104283	3.313654502	3.438884535	3.559263004
WBGene00006411	3.376938259	3	3.156509871	3.177560818	3	3.448137644	3.559809383	3.21143436
WBGene00017450	3	3	3.156509871	3	3	3	3	3
WBGene00017459	3	3	3	3	3.146839394	3	3	3
WBGene00017460	3	3	3	3	3	3	3	3
WBGene00017461	3	3	3	3	3	3.16533442	3	3
WBGene00017462	3	3	3	3	3	3	3.161589261	3
WBGene00023427	3	3	3	3	3	3	3	3
WBGene00017451	3	3	3	3	3	3	3	3
WBGene00017452	5.41398771	4.877833219	4.862158701	4.50262681	5.311569696	5.323963139	5.224681477	5.806916467
WBGene00017453	3	3	3	3	3	3	3.161589261	3.21143436
WBGene00017454	3.200744779	3	3.156509871	3.478102426	3.280104283	3	3.30688891	3.21143436
WBGene00017455	3.200744779	3	3.426278156	3.177560818	3.514566991	4.223846317	3.438884535	3.21143436
WBGene00017456	4.032129483	4.033389744	3.156509871	3.836587268	4.382456935	4.223846317	4.276331885	3.395805922
WBGene00017457	7.975238959	7.485543598	7.44230236	7.819759399	8.05990383	7.976268549	7.687642442	8.152454759
WBGene00008788	3	3	3	3	3	3	3.161589261	3.21143436
WBGene00008797	3	3	3	3	3	3	3	3
WBGene00008798	3	3	3	3	3	3	3	3
WBGene00045331	3	3	3	3	3	3	3	3
WBGene00045490	3	3	3	3	3	3	3	3
WBGene00008789	3.376938259	3.661358331	3.156509871	3.177560818	3.146839394	3.16533442	3.30688891	3
WBGene00008790	3	3	3	3	3	3	3	3
WBGene00008792	3	3	3	3	3	3	3	3
WBGene00008793	4.133781893	3.661358331	3.426278156	3.478102426	3.716198971	3.16533442	3.438884535	3.559263004
WBGene00008794	3	3	3	3	3	3	3	3
WBGene00008795	3	3	3	3	3	3	3	3
WBGene00008796	3	3	3	3	3	3	3	3.21143436
WBGene00008799	3	3	3	3	3	3	3.161589261	3.21143436
WBGene00008800	3.804431592	3.551153539	3.754908845	3.607749765	4.192633488	4.065457866	3.774933909	4.275334211
WBGene00008801	3	3	3	3	3	3	3	3
WBGene00008802	3.200744779	3.431828966	3	3	3	3	3.559809383	3
WBGene00008803	5.862003701	6.097682106	5.567365889	5.916191162	7.319329978	7.36103739	6.339982939	7.16098047
WBGene00008804	3.200744779	3.15874315	3.156509871	3	3	3	3	3
WBGene00008819	5.24253783	4.831436438	5.222433581	4.907033927	5.402081737	5.214988892	5.029093756	5.670504517
WBGene00008820	3	3	3	3	3	3	3	3
WBGene00006870	6.440053876	5.90950341	5.750472455	6.209627685	6.242475199	6.07158864	5.887526238	6.27517573
WBGene00008805	3.804431592	3.948984728	4.022394409	4.207706244	3.807346091	4.146824615	4.047306292	4.452187592
WBGene00008806	3.533936598	3	3.938624509	3.607749765	3	3.313654502	3	3.21143436
WBGene00008807	3	3	3	3.177560818	3.146839394	3	3	3
WBGene00045480	3.200744779	3	3.156509871	3	3.146839394	3.16533442	3.161589261	3.395805922
WBGene00008808	3	3	3.297690316	3.607749765	3.146839394	3.448137644	3	3.21143436
WBGene00003411	6.029628271	4.831436438	5.324972513	5.004434092	5.762483118	5.489077347	6.101850242	6.152497899
WBGene00000673	3.200744779	3	3.297690316	3	3	3	3	3.21143436
WBGene00008809	3	3	3	3	3	3	3.161589261	3
WBGene00008810	3	3	3	3	3	3	3	3
WBGene00008811	3	3	3	3	3	3	3	3
WBGene00008812	3.376938259	3.948984728	3.156509871	3.836587268	3.402093432	3.448137644	3.161589261	3.706070801
WBGene00006125	3	3	3	3	3	3	3	3
WBGene00005788	3	3	3	3	3	3	3	3
WBGene00005789	3	3	3	3	3	3	3	3
WBGene00008818	3	3	3	3	3	3	3	3
WBGene00023505	3	3	3	3.177560818	3	3.16533442	3	3
WBGene00044185	3	3	3	3	3	3	3	3
WBGene00008814	3	3	3	3	3	3	3	3
WBGene00008815	3	3	3	3	3	3	3	3
WBGene00005790	3	3	3	3	3	3	3	3
WBGene00005791	3	3	3	3	3	3.16533442	3	3
WBGene00005783	3	3	3	3	3.146839394	3	3	3
WBGene00008816	3	3	3	3	3	3	3	3
WBGene00008817	3	3	3	3	3	3	3	3
WBGene00005347	3	3	3	3	3	3	3	3
WBGene00017465	3	3	3	3	3	3	3	3
WBGene00017466	3	3	3.156509871	3	3.146839394	3.16533442	3	3.395805922
WBGene00017467	3	3	3	3	3.402093432	3.16533442	3	3.559263004
WBGene00017468	3.200744779	3	3	3.335643599	3.514566991	3.313654502	3.30688891	3.21143436
WBGene00017469	3.533936598	3.15874315	3.156509871	3.335643599	3.893075286	3.684486619	3.559809383	3.21143436
WBGene00005346	3.200744779	3	3	3	3	3	3	3
WBGene00044536	3	3	3.156509871	3.177560818	3.716198971	3	3	3
WBGene00000738	3	3	3	3	3	3	3	3
WBGene00017470	3.376938259	3.301737941	3	3	3.146839394	3	3.161589261	3.21143436
WBGene00017471	3	3	3	3.177560818	3	3.16533442	3	3.21143436
WBGene00017472	4.133781893	3.859333042	4.101565999	3.836587268	4.382456935	4.725564028	3.671377669	3.706070801
WBGene00017473	3	3	3	3	3	3	3	3
WBGene00017474	3	3	3	3	3	3	3	3
WBGene00017475	3.376938259	3.301737941	3.297690316	3	3.618902645	3.313654502	3.671377669	4.275334211
WBGene00005598	3	3	3	3	3	3	3	3
WBGene00008829	3	3	3	3	3	3	3	3
WBGene00008830	3	3	3.156509871	3	3.280104283	3.313654502	3.161589261	3
WBGene00008831	3.376938259	3.859333042	3.297690316	3.938692934	3.716198971	3.16533442	3.161589261	3.395805922
WBGene00045513	3	3	3	3	3	3	3	3
WBGene00008821	3	3	3	3	3	3	3	3
WBGene00008822	3.804431592	3	3.54433698	3.177560818	3.893075286	3.571146702	3.559809383	3.395805922
WBGene00008823	3.200744779	3	3.156509871	3.335643599	3.402093432	3.313654502	3.161589261	3.559263004
WBGene00008824	7.611099634	6.174035617	6.136183115	6.720302702	6.639709352	7.058658824	6.558903547	7.362610602
WBGene00008825	4.760716689	3	4.380854054	3.726700989	3.973994676	3.979226368	4.534209933	4.275334211
WBGene00008826	3	3	3	3	3	3	3	3
WBGene00008828	3.200744779	3	3	3	3	3.16533442	3	3
WBGene00008832	3.533936598	3.551153539	3.156509871	3.836587268	3.618902645	3.979226368	3	4.073732044
WBGene00008833	3	3	3	3	3	3	3	3
WBGene00008834	3	3	3	3	3	3	3	3
WBGene00008835	3	3	3	3	3	3	3	3
WBGene00000562	4.228740898	3.948984728	3.54433698	3.607749765	3.893075286	3.313654502	3.962103937	3.839309669
WBGene00077582	3.675514316	3	3.426278156	3	3.716198971	3.684486619	3.161589261	3.21143436
WBGene00000757	3	3	3	3	3.146839394	3	3	3
WBGene00006610	3	3	3.297690316	3	3	3	3	3
WBGene00005129	3	3	3.156509871	3.177560818	3	3	3	3
WBGene00005128	3.200744779	3	3.156509871	3	3	3.16533442	3	3
WBGene00001164	3	3	3	3	3	3	3.30688891	3
WBGene00004719	3.922768025	3.763738925	3.54433698	3.726700989	4.550183513	4.223846317	4.127756154	4.682457633
WBGene00008836	3	3	3	3	3	3	3	3
WBGene00008837	3	3	3	3	3	3	3	3
WBGene00008844	3	3	3.297690316	3	3	3	3	3
WBGene00044323	3	3	3	3	3	3	3	3
WBGene00044322	3.200744779	3.15874315	3	3	3.146839394	3.16533442	3.161589261	3.395805922
WBGene00008847	3	3.301737941	3.156509871	3.335643599	3.146839394	3.313654502	3.161589261	3.559263004
WBGene00008838	4.695714468	4.394184202	4.442976613	3.938692934	3.716198971	4.223846317	4.345249847	3.839309669
WBGene00008839	3	3	3.156509871	3	3	3	3	3
WBGene00005173	3	3	3	3	3	3	3	3
WBGene00008840	3.376938259	3	3	3	3.146839394	3	3.438884535	3.21143436
WBGene00008841	3	3	3.156509871	3	3.146839394	3	3.161589261	3
WBGene00005174	3	3	3	3	3	3	3	3
WBGene00008842	3.200744779	3	3	3	3	3	3	3
WBGene00008843	3.200744779	3	3	3	3	3	3	3
WBGene00017476	3	3	3	3	3	3	3	3
WBGene00017477	3.675514316	3	3.297690316	3.335643599	3.146839394	3.313654502	3	3.21143436
WBGene00001052	4.228740898	3.661358331	3.849689043	3.836587268	4.050615415	4.065457866	4.047306292	3.961277016
WBGene00017478	3.675514316	3.763738925	4.022394409	3.836587268	3.893075286	3.789567328	3.559809383	4.366469162
WBGene00017479	3	3	3	3	3.280104283	3	3	3
WBGene00017480	5.492631795	4.113128386	4.442976613	4.034047332	4.496412524	4.777585913	4.345249847	5.519834449
WBGene00001090	4.481039608	3.859333042	4.768221331	4.207706244	4.192633488	4.557197317	4.411025135	4.452187592
WBGene00017481	3.376938259	3.15874315	3.297690316	3.177560818	3.716198971	3.313654502	3.161589261	3.21143436
WBGene00001387	3	3	3	3	3	3	3	3
WBGene00045418	3	3.431828966	3.297690316	3.177560818	3.618902645	3.313654502	3.30688891	4.073732044
WBGene00001388	3	3	3	3	3	3	3	3
WBGene00001389	3.200744779	3	3.156509871	3.177560818	3.280104283	3	3	3.21143436
WBGene00008848	3.533936598	3.551153539	3.156509871	3	3.146839394	3.448137644	3.30688891	3.21143436
WBGene00008849	4.228740898	3.431828966	3.754908845	3.607749765	3.618902645	3.684486619	4.047306292	3.706070801
WBGene00008850	3.200744779	3	3.156509871	3	3	3	3.161589261	3
WBGene00000398	5.196291131	3.763738925	3.938624509	4.207706244	4.496412524	5.137479889	4.203955806	5.306253206
WBGene00008851	3.533936598	3	3.426278156	3.478102426	3.618902645	3.571146702	4.047306292	3.559263004
WBGene00001109	3	3	3	3	3	3	3	3
WBGene00004773	6.271860063	4.516533227	5.389494477	5.004434092	5.280091556	5.097105738	4.701262307	5.559002657
WBGene00008852	7.40288275	6.913992154	6.882691883	7.580131703	7.214993395	7.559812098	6.437899472	7.448551893
WBGene00001131	5.920069657	6.017060719	5.750472455	6.229909011	6.367552152	6.210539703	6.179394087	6.344068347
WBGene00008853	3	3	3.156509871	3	3	3	3	3
WBGene00000642	3	3	3	3	3	3	3	3
WBGene00008854	3.200744779	3	3.426278156	3.607749765	3.402093432	3	3	3.21143436
WBGene00008855	3	3	3	3	3	3	3	3
WBGene00008856	6.966298333	5.49890646	6.802026374	6.308298012	6.426246066	6.500956223	5.767106408	7.13529434
WBGene00008857	3	3.15874315	3	3	3	3	3	3
WBGene00008858	3.533936598	3.301737941	3.297690316	3.177560818	3.402093432	3.16533442	3.161589261	3.21143436
WBGene00077557	3.376938259	3	3.297690316	3.478102426	3.280104283	3	3	3
WBGene00000274	6.440053876	5.557090579	5.594990304	5.671242421	5.893066965	5.846538617	5.662965955	5.774003531
WBGene00008859	3	3	3	3	3	3	3	3
WBGene00008860	3	3	3.297690316	3	3.146839394	3	3	3
WBGene00008861	3	3	3.156509871	3	3	3	3	3
WBGene00008862	3	3	3.156509871	3.177560818	3.146839394	3	3.161589261	3
WBGene00008863	3	3	3	3	3	3	3	3
WBGene00001459	3.675514316	3.15874315	3.297690316	3.335643599	3.514566991	3.684486619	3.774933909	3.395805922
WBGene00017490	3	3	3	3	3	3	3	3
WBGene00017496	3	3	3	3	3	3	3	3
WBGene00017497	3	3	3	3	3	3	3	3
WBGene00017498	3	3	3	3	3	3	3	3
WBGene00017499	3	3	3	3	3	3	3	3
WBGene00017500	3	3	3	3	3	3	3	3
WBGene00017501	4.481039608	3.15874315	3	3	3.146839394	3.16533442	3	3.395805922
WBGene00017491	3	3	3	3	3	3	3	3
WBGene00017492	3	3	3	3	3	3	3	3
WBGene00017493	3	3	3	3	3	3	3	3
WBGene00017494	3	3.15874315	3.156509871	3.177560818	3	3.16533442	3	3
WBGene00017482	5.24253783	4.456655316	4.667738829	4.747371162	4.960814091	4.146824615	4.897599811	5.055464737
WBGene00044479	3	3	3	3	3	3	3	3
WBGene00017483	3.533936598	3.15874315	3.426278156	3.335643599	3.618902645	3.887511217	3.30688891	4.178051751
WBGene00017484	3	3	3.297690316	3.177560818	3.280104283	3.16533442	3	3.395805922
WBGene00017485	3.200744779	3	3	3	3	3	3	3
WBGene00017486	3	3	3	3	3	3	3	3
WBGene00017487	6.155822116	5.008690982	5.112045293	5.139215116	5.342375655	5.252235768	5.110537336	5.597135522
WBGene00005715	3.376938259	3	3	3	3	3	3	3
WBGene00017488	3	3	3	3	3	3	3	3
WBGene00017489	3.922768025	3.15874315	3.426278156	3.607749765	3.514566991	3.887511217	4.047306292	4.275334211
WBGene00008865	3	3.15874315	3	3	3.146839394	3	3	3.395805922
WBGene00008866	3	3	3	3	3	3	3	3
WBGene00008867	3	3	3.156509871	3	3	3.313654502	3	3
WBGene00001863	5.492631795	4.783497823	4.502534237	5.301325329	5.111492478	5.176754851	5.07039018	5.740322171
WBGene00008868	4.88254416	4.328885064	4.176617942	5.481287134	4.550183513	4.827797054	4.473931904	5.211103024
WBGene00008869	3	3	3	3	3	3	3	3
WBGene00044014	3	3	3	3	3	3	3	3
WBGene00000601	3	3	3	3	3	3	3	3
WBGene00000602	3	3	3	3	3	3	3	3
WBGene00000144	3	3.431828966	3	3	3.146839394	3.16533442	3.438884535	3
WBGene00008871	3	3	3	3	3	3	3	3
WBGene00008872	3	3	3	3	3	3	3	3
WBGene00008873	3	3	3	3	3	3	3	3
WBGene00008874	3	3	3.297690316	3	3.146839394	3	3	3
WBGene00008875	3	3	3	3	3	3	3	3
WBGene00044013	3	3	3	3	3	3	3	3
WBGene00008870	3	3	3	3	3.146839394	3	3	3.21143436
WBGene00005527	3	3.15874315	3.297690316	3.177560818	3.280104283	3.313654502	3.871552142	3.395805922
WBGene00005529	3	3	3	3	3.146839394	3	3	3
WBGene00005528	3	3	3	3	3	3	3	3
WBGene00008876	6.131450989	5.308792716	6.329469806	6.453350232	6.274775643	6.661851701	6.252981742	6.985212915
WBGene00008877	3.376938259	3	3.297690316	3.478102426	3.618902645	3.887511217	3.438884535	3.559263004
WBGene00008878	9.639256632	8.649641534	9.131265543	9.107970141	9.23565203	9.223144105	9.202650998	9.714461818
WBGene00008879	3	3	3.297690316	3.478102426	3	3	3	3
WBGene00001106	3	3	3	3	3	3	3	3
WBGene00008880	5.372997324	5.008690982	4.906929012	4.567814026	5.111492478	4.725564028	4.701262307	5.259462404
WBGene00008881	3	3	3	3	3	3	3	3
WBGene00008882	3.533936598	3.15874315	3.426278156	3.177560818	3.514566991	3.571146702	3.438884535	4.533097392
WBGene00008883	3	3	3	3	3	3	3	3
WBGene00008884	3	3	3	3.607749765	3	3	3	3
WBGene00001171	4.481039608	3.551153539	4.022394409	3.938692934	4.192633488	3.684486619	4.473931904	4.275334211
WBGene00017502	3	3	3	3	3	3	3.161589261	3.395805922
WBGene00044774	3.533936598	3	3.156509871	3.335643599	3.146839394	3	3.559809383	3.706070801
WBGene00017503	3	3	3.426278156	3.836587268	3.402093432	3.448137644	3.161589261	3.559263004
WBGene00017511	3.200744779	3	3	3	3	3.16533442	3	3.21143436
WBGene00017512	3.376938259	3.301737941	3.65346132	4.207706244	3.280104283	3.16533442	4.127756154	4.073732044
WBGene00003707	4.032129483	3.431828966	4.176617942	4.207706244	4.321915732	3.979226368	4.127756154	4.817795216
WBGene00017504	3.533936598	3.15874315	3.65346132	3.478102426	3.807346091	4.146824615	4.276331885	4.533097392
WBGene00017505	3	3	3	3	3	3	3	3
WBGene00017506	3.675514316	3	3.54433698	3.177560818	3.973994676	3.16533442	3.962103937	4.366469162
WBGene00017507	4.994880279	3.763738925	4.176617942	4.747371162	4.999984546	4.223846317	4.80276845	4.999616359
WBGene00017508	5.24253783	5.274520699	5.07328892	5.22254599	5.247911246	5.358532394	5.187627876	5.870571949
WBGene00017509	3	3	3	3	3	3	3	3
WBGene00000387	7.753643224	7.57977739	7.718297844	7.819759399	7.473396171	7.674011513	7.402460499	7.529660216
WBGene00017510	3.376938259	3	3	3.177560818	3	3.313654502	3.161589261	3.21143436
WBGene00008885	3.533936598	3	3.297690316	3.335643599	3.280104283	3.16533442	3	3.395805922
WBGene00008886	7.122843854	6.298640623	7.157396385	6.790258251	6.105516203	6.742593919	5.977111261	7.416920803
WBGene00023415	3.200744779	3.431828966	3.754908845	3.478102426	3.716198971	3.684486619	3.559809383	3.839309669
WBGene00044243	3	3	3	3.177560818	3	3	3	3.21143436
WBGene00006531	3.200744779	3.15874315	3.426278156	3.335643599	3.618902645	3.684486619	3.30688891	3.961277016
WBGene00004684	5.148512723	4.682559739	4.992505548	4.434354191	4.960814091	5.519947907	5.224681477	5.559002657
WBGene00008887	5.099097659	4.1886897	4.768221331	4.80257885	5.075272412	5.097105738	5.029093756	4.999616359
WBGene00008889	3	3	3	3	3	3	3	3
WBGene00008890	3	3	3	3	3	3.16533442	3	3.21143436
WBGene00017513	3.533936598	3.15874315	3.938624509	3.177560818	3.514566991	3.684486619	3.438884535	4.073732044
WBGene00001068	3	3	3	3	3	3	3	3.21143436
WBGene00017514	3	3	3.297690316	3	3	3	3	3
WBGene00017515	3.922768025	3.15874315	3.849689043	3	3	3.684486619	3.161589261	3.21143436
WBGene00003174	3	3	3	3	3.402093432	3	3	3.21143436
WBGene00017516	3	3	3	3.335643599	3	3	3	3
WBGene00017525	3.675514316	3.948984728	3.297690316	4.123488153	5.214996724	5.457531753	5.741767532	4.941518661
WBGene00017526	3	3	3	3	3	3	3	3
WBGene00017527	3	3	3	3	3	3	3	3
WBGene00017528	3	3	3	3	3	3	3	3
WBGene00017529	3.804431592	3.661358331	3.65346132	3.726700989	4.382456935	3.789567328	3.161589261	3.559263004
WBGene00017517	3	3	3	3	3	3	3	3
WBGene00017518	3	3	3	3	3	3	3	3
WBGene00017519	3	3	3	3	3	3	3	3
WBGene00017520	3	3	3	3	3	3	3	3
WBGene00017521	3	3	3	3	3	3.16533442	3	3
WBGene00017522	3	3	3	3	3	3.16533442	3	3
WBGene00017523	3	3	3	3	3	3	3	3
WBGene00017524	3	3	3	3	3	3	3.30688891	3.21143436
WBGene00017530	3	3	3.426278156	3.335643599	3	3.16533442	3.671377669	3.395805922
WBGene00017531	3	3	3	3	3	3	3	3
WBGene00017532	3	3	3	3	3	3	3	3
WBGene00000428	3	3	3	3	3	3	3	3
WBGene00003635	5.567209548	4.783497823	5.510477714	5.671242421	5.872107387	5.745672304	5.840557445	6.251460536
WBGene00008891	3	3	3	3	3	3	3	3
WBGene00008900	3	3.15874315	3.426278156	3.478102426	3	3.16533442	3.559809383	3.706070801
WBGene00008892	3	3	3	3	3	3	3	3
WBGene00008893	3	3	3	3	3	3	3	3
WBGene00008894	3.533936598	3	3	3	3.514566991	3.448137644	3.161589261	3
WBGene00008895	3.200744779	3	3	3	3.146839394	3.313654502	3.161589261	3.21143436
WBGene00008896	3	3	3	3	3	3	3	3
WBGene00008897	3.200744779	3.15874315	3.54433698	3.335643599	3.716198971	3.448137644	3	3.21143436
WBGene00008898	3	3	3	3	3	3	3	3
